wasserstein_radius,annual_return,annual_volatility,sharpe_ratio,portfolio_esg_score,max_weight,l2_weight_norm,active_holdings,cumulative_return,maximum_drawdown
0.0,0.5209891406777432,0.3706381825346133,1.4056542612931922,22.00000000772956,0.2999999991378889,0.5250043231482521,5,9.09455448848422,-0.4578801222839801
0.01,0.5204495067014924,0.36970126727656677,1.4077568912203744,22.00000000269051,0.29999999961900836,0.5130365597175767,5,9.08506382001412,-0.45365999508935817
0.02,0.5201074601184688,0.3692118162469198,1.4086966809605943,22.000000002080295,0.2999999997361274,0.5069596774027167,5,9.07708849929466,-0.45374372412888386
0.03,0.519872816774827,0.3689231138653916,1.4091630403090227,22.000000006152217,0.2999999991183296,0.5034958196456365,5,9.070739610744484,-0.4538050155239741
0.05,0.519575047672533,0.3686120353898943,1.4095444472477945,22.000000003787164,0.29999999947779626,0.4999472496226966,5,9.061656077034579,-0.4538873359726868
