min_esg_score,annual_return,annual_volatility,sharpe_ratio,portfolio_esg_score,max_weight,l2_weight_norm,active_holdings,cumulative_return,maximum_drawdown
18.0,0.5898169876281423,0.43809066261633545,1.346335445968369,18.9406780911177,0.2999999998931586,0.5100723400402687,4,11.488454686414212,-0.4675964071219262
20.0,0.575041795878064,0.42486826076279005,1.353459057745709,20.00000000123345,0.29999999997884774,0.48753349577162164,5,10.92002171786875,-0.47502673598613154
22.0,0.5201074601184688,0.3692118162469198,1.4086966809605943,22.000000002080295,0.2999999997361274,0.5069596774027167,5,9.07708849929466,-0.45374372412888386
24.0,0.44200102909110145,0.3298085230944789,1.3401746714850156,24.000000001083855,0.299999999296868,0.5066550610964063,4,6.25498190294642,-0.4463395860594661
26.0,0.3626667375319138,0.30405147841610813,1.1927807074681875,26.000000000082704,0.29999999981423076,0.5247739789866203,5,4.0426790801978925,-0.4457158691577823
